month_loss_trigger,month_dd_trigger,account_dd_trigger,triggered_scale,return_2025_pct,return_2026_pct,min_target_year_return_pct,max_drawdown_pct,losing_months,min_monthly_return_pct,planned_trade_count,skipped_trade_count,risk_scaled_bar_count,turnover,hard_pass_relaxed
,-0.15,-0.55,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.15,-0.15,,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.15,-0.15,-0.55,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.2,-0.15,,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.2,-0.15,-0.55,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.25,-0.15,,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.25,-0.15,-0.55,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.3,-0.15,,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.3,-0.15,-0.55,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.35,-0.15,,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.35,-0.15,-0.55,0.0,14.672197495701678,-15.735120301412609,-15.735120301412609,-48.76305939216503,8,-15.741906194699439,173,133,23254,144.0,False
-0.15,-0.2,-0.55,0.25,97.37950358809596,-15.980710025325662,-15.980710025325662,-56.283885562674264,8,-17.447583121745446,173,0,21730,314.5,False
-0.1,-0.25,-0.45,0.0,65.59292145268027,-16.361056336931135,-16.361056336931135,-46.06380642021042,9,-11.724287383592769,173,128,23853,166.0,False
,-0.15,-0.35,0.0,14.672197495701678,-17.32415524527624,-17.32415524527624,-35.003065726173766,9,-14.74293387949377,173,141,25365,112.0,False
-0.15,-0.15,-0.35,0.0,14.672197495701678,-17.32415524527624,-17.32415524527624,-35.003065726173766,9,-14.74293387949377,173,141,25365,112.0,False
-0.2,-0.15,-0.35,0.0,14.672197495701678,-17.32415524527624,-17.32415524527624,-35.003065726173766,9,-14.74293387949377,173,141,25365,112.0,False
-0.25,-0.15,-0.35,0.0,14.672197495701678,-17.32415524527624,-17.32415524527624,-35.003065726173766,9,-14.74293387949377,173,141,25365,112.0,False
-0.3,-0.15,-0.35,0.0,14.672197495701678,-17.32415524527624,-17.32415524527624,-35.003065726173766,9,-14.74293387949377,173,141,25365,112.0,False
-0.35,-0.15,-0.35,0.0,14.672197495701678,-17.32415524527624,-17.32415524527624,-35.003065726173766,9,-14.74293387949377,173,141,25365,112.0,False
-0.1,-0.15,-0.35,0.0,21.772720388650168,-17.32415524527624,-17.32415524527624,-35.0030657261738,9,-11.531475050014938,173,142,26003,108.0,False
,-0.2,-0.55,0.25,85.85019964598459,-17.72961304146974,-17.72961304146974,-57.42529076024212,8,-21.42003179525519,173,0,21213,317.5,False
-0.2,-0.2,-0.55,0.25,85.85019964598459,-17.72961304146974,-17.72961304146974,-57.42529076024212,8,-21.42003179525519,173,0,21213,317.5,False
-0.25,-0.2,-0.55,0.25,85.85019964598459,-17.72961304146974,-17.72961304146974,-57.42529076024212,8,-21.42003179525519,173,0,21213,317.5,False
-0.3,-0.2,-0.55,0.25,85.85019964598459,-17.72961304146974,-17.72961304146974,-57.42529076024212,8,-21.42003179525519,173,0,21213,317.5,False
-0.35,-0.2,-0.55,0.25,85.85019964598459,-17.72961304146974,-17.72961304146974,-57.42529076024212,8,-21.42003179525519,173,0,21213,317.5,False
-0.2,-0.3,-0.55,0.25,147.14652600063388,-17.886233408639164,-17.886233408639164,-59.45579693585987,7,-21.510177909602913,173,0,18294,386.5,False
-0.15,-0.2,-0.45,0.25,97.37950358809596,-18.289471190917205,-18.289471190917205,-50.38260125649845,8,-17.447583121745446,173,0,23085,296.5,False
,-0.2,-0.45,0.25,85.85019964598459,-18.289471190917205,-18.289471190917205,-50.382601256498525,8,-20.917864270037224,173,0,23036,296.5,False
-0.2,-0.2,-0.45,0.25,85.85019964598459,-18.289471190917205,-18.289471190917205,-50.382601256498525,8,-20.917864270037224,173,0,23036,296.5,False
-0.25,-0.2,-0.45,0.25,85.85019964598459,-18.289471190917205,-18.289471190917205,-50.382601256498525,8,-20.917864270037224,173,0,23036,296.5,False
-0.3,-0.2,-0.45,0.25,85.85019964598459,-18.289471190917205,-18.289471190917205,-50.382601256498525,8,-20.917864270037224,173,0,23036,296.5,False
-0.35,-0.2,-0.45,0.25,85.85019964598459,-18.289471190917205,-18.289471190917205,-50.382601256498525,8,-20.917864270037224,173,0,23036,296.5,False
-0.3,-0.35,-0.45,0.25,-18.33441127082781,3.2291971500731043,-18.33441127082781,-53.29341565447263,5,-28.608315095364645,173,0,25949,272.5,False
-0.1,-0.2,-0.45,0.25,113.40581717438343,-18.41274923848042,-18.41274923848042,-49.9925819402613,8,-13.729720287805701,173,0,23742,293.5,False
-0.15,-0.35,-0.55,0.0,172.99150278723997,-19.07085121358083,-19.07085121358083,-55.59097126336723,8,-16.249895291949034,173,107,20339,250.0,False
-0.15,-0.3,-0.55,0.0,191.77432588501978,-20.86263335165146,-20.86263335165146,-55.02079203845087,8,-16.249895291949034,173,106,20263,252.0,False
-0.2,-0.25,-0.55,0.0,30.316299982652794,-21.115900589965754,-21.115900589965754,-55.16474122787238,8,-21.027435586565147,173,111,20167,232.0,False
,-0.25,-0.55,0.0,21.441847711265027,-21.12600585259066,-21.12600585259066,-55.17048474358898,8,-24.703651153220875,173,105,18603,256.0,False
-0.25,-0.25,-0.55,0.0,21.441847711265027,-21.12600585259066,-21.12600585259066,-55.17048474358898,8,-24.703651153220875,173,105,18603,256.0,False
-0.3,-0.25,-0.55,0.0,21.441847711265027,-21.12600585259066,-21.12600585259066,-55.17048474358898,8,-24.703651153220875,173,105,18603,256.0,False
-0.35,-0.25,-0.55,0.0,21.441847711265027,-21.12600585259066,-21.12600585259066,-55.17048474358898,8,-24.703651153220875,173,105,18603,256.0,False
-0.25,-0.3,-0.55,0.0,119.98092971843066,-21.241851671989686,-21.241851671989686,-55.23632788979036,8,-25.750053291592046,173,90,17278,316.0,False
,-0.3,-0.55,0.0,99.10818955879535,-21.241851671989686,-21.241851671989686,-55.23632788979046,8,-29.74294254239187,173,89,17138,320.0,False
-0.3,-0.3,-0.55,0.0,99.10818955879535,-21.241851671989686,-21.241851671989686,-55.23632788979046,8,-29.74294254239187,173,89,17138,320.0,False
-0.35,-0.3,-0.55,0.0,99.10818955879535,-21.241851671989686,-21.241851671989686,-55.23632788979046,8,-29.74294254239187,173,89,17138,320.0,False
-0.15,-0.25,-0.55,0.0,49.22313735554204,-21.648018441991866,-21.648018441991866,-55.46718039839329,8,-16.249895291949034,173,116,21417,212.0,False
-0.2,-0.3,-0.55,0.0,148.1499156883206,-21.8938481242824,-21.8938481242824,-55.60690231322529,8,-21.22956590890056,173,98,18909,284.0,False
-0.1,-0.3,-0.55,0.25,211.599675685052,-22.070675395196794,-22.070675395196794,-58.19641146552572,8,-15.170524692931785,173,0,21319,344.5,False
-0.1,-0.2,,0.0,104.04053634845059,-22.507544189785456,-22.507544189785456,-55.103620339398084,8,-11.531475050014938,173,118,21862,204.0,False
-0.1,-0.35,-0.55,0.0,216.23225815819347,-22.528390335618496,-22.528390335618496,-55.62275670949239,9,-11.724287383592769,173,117,22175,210.0,False
-0.3,,-0.45,0.25,-22.534696256924313,17.312302611841645,-22.534696256924313,-53.68511653777646,5,-28.608315095364645,173,0,24997,293.5,False
-0.15,-0.3,,0.0,191.77432588501978,-24.512762264068222,-24.512762264068222,-62.72891548145786,7,-16.249895291949034,173,95,17732,296.0,False
,-0.15,-0.25,0.0,-24.574331187554677,0.0,-24.574331187554677,-25.084595464444682,12,-14.74293387949377,173,171,31402,6.0,False
-0.15,-0.15,-0.25,0.0,-24.574331187554677,0.0,-24.574331187554677,-25.084595464444682,12,-14.74293387949377,173,171,31402,6.0,False
-0.2,-0.15,-0.25,0.0,-24.574331187554677,0.0,-24.574331187554677,-25.084595464444682,12,-14.74293387949377,173,171,31402,6.0,False
-0.25,-0.15,-0.25,0.0,-24.574331187554677,0.0,-24.574331187554677,-25.084595464444682,12,-14.74293387949377,173,171,31402,6.0,False
-0.3,-0.15,-0.25,0.0,-24.574331187554677,0.0,-24.574331187554677,-25.084595464444682,12,-14.74293387949377,173,171,31402,6.0,False
-0.35,-0.15,-0.25,0.0,-24.574331187554677,0.0,-24.574331187554677,-25.084595464444682,12,-14.74293387949377,173,171,31402,6.0,False
,,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
,-0.25,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
,-0.3,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
,-0.35,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.25,,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.25,-0.25,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.25,-0.3,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.25,-0.35,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.3,,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.3,-0.25,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.3,-0.3,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.3,-0.35,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.35,,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.35,-0.25,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.35,-0.3,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
-0.35,-0.35,-0.25,0.0,-24.703651153220875,0.0,-24.703651153220875,-25.21304056403666,12,-24.703651153220875,173,166,30124,26.0,False
,-0.2,-0.25,0.0,-24.740971319596838,0.0,-24.740971319596838,-25.250108254723525,12,-19.907762916618875,173,171,31379,6.0,False
-0.2,-0.2,-0.25,0.0,-24.740971319596838,0.0,-24.740971319596838,-25.250108254723525,12,-19.907762916618875,173,171,31379,6.0,False
-0.25,-0.2,-0.25,0.0,-24.740971319596838,0.0,-24.740971319596838,-25.250108254723525,12,-19.907762916618875,173,171,31379,6.0,False
-0.3,-0.2,-0.25,0.0,-24.740971319596838,0.0,-24.740971319596838,-25.250108254723525,12,-19.907762916618875,173,171,31379,6.0,False
-0.35,-0.2,-0.25,0.0,-24.740971319596838,0.0,-24.740971319596838,-25.250108254723525,12,-19.907762916618875,173,171,31379,6.0,False
-0.15,,-0.25,0.0,-24.9677883545523,0.0,-24.9677883545523,-25.47539084348648,12,-15.187676421793483,173,171,31400,6.0,False
-0.15,-0.2,-0.25,0.0,-24.9677883545523,0.0,-24.9677883545523,-25.47539084348648,12,-15.187676421793483,173,171,31400,6.0,False
-0.15,-0.25,-0.25,0.0,-24.9677883545523,0.0,-24.9677883545523,-25.47539084348648,12,-15.187676421793483,173,171,31400,6.0,False
-0.15,-0.3,-0.25,0.0,-24.9677883545523,0.0,-24.9677883545523,-25.47539084348648,12,-15.187676421793483,173,171,31400,6.0,False
-0.15,-0.35,-0.25,0.0,-24.9677883545523,0.0,-24.9677883545523,-25.47539084348648,12,-15.187676421793483,173,171,31400,6.0,False
-0.2,,-0.25,0.0,-24.978625674205123,0.0,-24.978625674205123,-25.486154847288557,12,-20.706601671663005,173,171,31362,6.0,False
-0.2,-0.25,-0.25,0.0,-24.978625674205123,0.0,-24.978625674205123,-25.486154847288557,12,-20.706601671663005,173,171,31362,6.0,False
-0.2,-0.3,-0.25,0.0,-24.978625674205123,0.0,-24.978625674205123,-25.486154847288557,12,-20.706601671663005,173,171,31362,6.0,False
-0.2,-0.35,-0.25,0.0,-24.978625674205123,0.0,-24.978625674205123,-25.486154847288557,12,-20.706601671663005,173,171,31362,6.0,False
,-0.3,-0.45,0.25,-25.03769554855876,8.125749221505373,-25.03769554855876,-51.66120848555848,6,-28.31916780264101,173,0,25396,278.5,False
-0.3,-0.3,-0.45,0.25,-25.03769554855876,8.125749221505373,-25.03769554855876,-51.66120848555848,6,-28.31916780264101,173,0,25396,278.5,False
-0.35,-0.3,-0.45,0.25,-25.03769554855876,8.125749221505373,-25.03769554855876,-51.66120848555848,6,-28.31916780264101,173,0,25396,278.5,False
-0.1,-0.3,-0.55,0.0,237.99020484207256,-26.75979060486473,-26.75979060486473,-55.16003518333269,9,-11.724287383592769,173,115,21941,218.0,False
-0.1,-0.2,-0.45,0.0,104.04053634845059,-27.53429509945622,-27.53429509945622,-45.462406451763485,9,-11.531475050014938,173,128,23853,164.0,False
,-0.2,-0.45,0.0,69.69100728841727,-27.625485686466877,-27.625485686466877,-45.53103636679209,9,-19.907762916618875,173,128,23206,166.0,False
-0.15,-0.2,-0.45,0.0,83.86999102690503,-27.625485686466877,-27.625485686466877,-45.53103636679209,9,-15.45425875717389,173,128,23255,166.0,False
-0.2,-0.2,-0.45,0.0,69.69100728841727,-27.625485686466877,-27.625485686466877,-45.53103636679209,9,-19.907762916618875,173,128,23206,166.0,False
-0.25,-0.2,-0.45,0.0,69.69100728841727,-27.625485686466877,-27.625485686466877,-45.53103636679209,9,-19.907762916618875,173,128,23206,166.0,False
-0.3,-0.2,-0.45,0.0,69.69100728841727,-27.625485686466877,-27.625485686466877,-45.53103636679209,9,-19.907762916618875,173,128,23206,166.0,False
-0.35,-0.2,-0.45,0.0,69.69100728841727,-27.625485686466877,-27.625485686466877,-45.53103636679209,9,-19.907762916618875,173,128,23206,166.0,False
-0.1,-0.25,,0.0,65.59292145268027,-28.24434534748056,-28.24434534748056,-62.4993937163276,8,-11.724287383592769,173,115,21564,216.0,False
-0.2,-0.3,,0.0,148.1499156883206,-28.482348002278044,-28.482348002278044,-64.68885957253691,7,-21.22956590890056,173,84,15455,340.0,False
,-0.15,-0.45,0.0,14.672197495701678,-30.076739694256794,-30.076739694256794,-45.02871343150849,9,-15.741906194699439,173,140,24720,116.0,False
-0.15,-0.15,-0.45,0.0,14.672197495701678,-30.076739694256794,-30.076739694256794,-45.02871343150849,9,-15.741906194699439,173,140,24720,116.0,False
-0.2,-0.15,-0.45,0.0,14.672197495701678,-30.076739694256794,-30.076739694256794,-45.02871343150849,9,-15.741906194699439,173,140,24720,116.0,False
-0.25,-0.15,-0.45,0.0,14.672197495701678,-30.076739694256794,-30.076739694256794,-45.02871343150849,9,-15.741906194699439,173,140,24720,116.0,False
-0.3,-0.15,-0.45,0.0,14.672197495701678,-30.076739694256794,-30.076739694256794,-45.02871343150849,9,-15.741906194699439,173,140,24720,116.0,False
-0.35,-0.15,-0.45,0.0,14.672197495701678,-30.076739694256794,-30.076739694256794,-45.02871343150849,9,-15.741906194699439,173,140,24720,116.0,False
-0.1,-0.15,-0.45,0.0,21.772720388650168,-30.198488670206235,-30.198488670206235,-45.12442833120103,9,-11.531475050014938,173,141,25735,112.0,False
-0.1,-0.25,-0.55,0.0,65.59292145268027,-30.570945885730605,-30.570945885730605,-55.227329055538675,9,-11.724287383592769,173,125,23555,176.0,False
-0.25,-0.3,,0.0,119.98092971843066,-31.21067909951769,-31.21067909951769,-66.0359463380575,7,-25.750053291592046,173,72,12513,388.0,False
,-0.3,,0.0,99.10818955879535,-31.21067909951769,-31.21067909951769,-66.03594633805758,7,-29.74294254239187,173,71,12373,392.0,False
-0.3,-0.3,,0.0,99.10818955879535,-31.21067909951769,-31.21067909951769,-66.03594633805758,7,-29.74294254239187,173,71,12373,392.0,False
-0.35,-0.3,,0.0,99.10818955879535,-31.21067909951769,-31.21067909951769,-66.03594633805758,7,-29.74294254239187,173,71,12373,392.0,False
-0.15,-0.2,,0.0,83.86999102690503,-31.287890431808442,-31.287890431808442,-60.19064144760564,8,-15.741906194699439,173,116,20577,212.0,False
-0.1,-0.3,,0.0,237.99020484207256,-33.05806726692542,-33.05806726692542,-64.39735857248955,8,-11.724287383592769,173,104,19866,260.0,False
-0.3,,-0.35,0.0,-34.59605097144055,0.0,-34.59605097144055,-35.03851703481473,12,-30.120560332949275,173,164,29862,34.0,False
-0.3,-0.35,-0.35,0.0,-34.59605097144055,0.0,-34.59605097144055,-35.03851703481473,12,-30.120560332949275,173,164,29862,34.0,False
,-0.2,,0.0,69.69100728841727,-34.98886250320395,-34.98886250320395,-62.33485336466757,8,-20.280216165418143,173,113,19598,224.0,False
-0.2,-0.2,,0.0,69.69100728841727,-34.98886250320395,-34.98886250320395,-62.33485336466757,8,-20.280216165418143,173,113,19598,224.0,False
-0.25,-0.2,,0.0,69.69100728841727,-34.98886250320395,-34.98886250320395,-62.33485336466757,8,-20.280216165418143,173,113,19598,224.0,False
-0.3,-0.2,,0.0,69.69100728841727,-34.98886250320395,-34.98886250320395,-62.33485336466757,8,-20.280216165418143,173,113,19598,224.0,False
-0.35,-0.2,,0.0,69.69100728841727,-34.98886250320395,-34.98886250320395,-62.33485336466757,8,-20.280216165418143,173,113,19598,224.0,False
,-0.3,-0.35,0.0,-35.17494680186749,0.0,-35.17494680186749,-35.61349656105827,12,-29.74294254239187,173,165,29925,30.0,False
-0.3,-0.3,-0.35,0.0,-35.17494680186749,0.0,-35.17494680186749,-35.61349656105827,12,-29.74294254239187,173,165,29925,30.0,False
-0.35,-0.3,-0.35,0.0,-35.17494680186749,0.0,-35.17494680186749,-35.61349656105827,12,-29.74294254239187,173,165,29925,30.0,False
-0.2,,-0.35,0.0,-35.526042748363906,0.0,-35.526042748363906,-35.962217298662544,12,-20.706601671663005,173,170,31300,10.0,False
-0.2,-0.25,-0.35,0.0,-35.526042748363906,0.0,-35.526042748363906,-35.962217298662544,12,-20.706601671663005,173,170,31300,10.0,False
-0.2,-0.3,-0.35,0.0,-35.526042748363906,0.0,-35.526042748363906,-35.962217298662544,12,-20.706601671663005,173,170,31300,10.0,False
-0.2,-0.35,-0.35,0.0,-35.526042748363906,0.0,-35.526042748363906,-35.962217298662544,12,-20.706601671663005,173,170,31300,10.0,False
,,-0.35,0.0,-35.637334497075045,0.0,-35.637334497075045,-36.072756144488324,12,-23.87237422395151,173,160,29111,50.0,False
,-0.35,-0.35,0.0,-35.637334497075045,0.0,-35.637334497075045,-36.072756144488324,12,-23.87237422395151,173,160,29111,50.0,False
-0.35,,-0.35,0.0,-35.637334497075045,0.0,-35.637334497075045,-36.072756144488324,12,-23.87237422395151,173,160,29111,50.0,False
-0.35,-0.35,-0.35,0.0,-35.637334497075045,0.0,-35.637334497075045,-36.072756144488324,12,-23.87237422395151,173,160,29111,50.0,False
,-0.25,-0.35,0.0,-36.34014373870643,0.0,-36.34014373870643,-36.770810791893105,12,-24.703651153220875,173,166,30051,26.0,False
-0.25,-0.25,-0.35,0.0,-36.34014373870643,0.0,-36.34014373870643,-36.770810791893105,12,-24.703651153220875,173,166,30051,26.0,False
-0.3,-0.25,-0.35,0.0,-36.34014373870643,0.0,-36.34014373870643,-36.770810791893105,12,-24.703651153220875,173,166,30051,26.0,False
-0.35,-0.25,-0.35,0.0,-36.34014373870643,0.0,-36.34014373870643,-36.770810791893105,12,-24.703651153220875,173,166,30051,26.0,False
-0.25,,-0.35,0.0,-36.7908772677738,0.0,-36.7908772677738,-37.21849505110447,12,-25.236775024916327,173,165,29936,30.0,False
-0.25,-0.3,-0.35,0.0,-36.7908772677738,0.0,-36.7908772677738,-37.21849505110447,12,-25.236775024916327,173,165,29936,30.0,False
-0.25,-0.35,-0.35,0.0,-36.7908772677738,0.0,-36.7908772677738,-37.21849505110447,12,-25.236775024916327,173,165,29936,30.0,False
-0.1,-0.2,-0.55,0.0,104.04053634845059,-40.34485961118916,-40.34485961118916,-55.103620339398084,9,-11.531475050014938,173,127,23565,168.0,False
,-0.2,-0.55,0.0,69.69100728841727,-41.32295201827488,-41.32295201827488,-55.839731389769696,9,-19.907762916618875,173,126,22449,172.0,False
-0.15,-0.2,-0.55,0.0,83.86999102690503,-41.32295201827488,-41.32295201827488,-55.839731389769696,9,-15.741906194699439,173,126,22498,172.0,False
-0.2,-0.2,-0.55,0.0,69.69100728841727,-41.32295201827488,-41.32295201827488,-55.839731389769696,9,-19.907762916618875,173,126,22449,172.0,False
-0.25,-0.2,-0.55,0.0,69.69100728841727,-41.32295201827488,-41.32295201827488,-55.839731389769696,9,-19.907762916618875,173,126,22449,172.0,False
-0.3,-0.2,-0.55,0.0,69.69100728841727,-41.32295201827488,-41.32295201827488,-55.839731389769696,9,-19.907762916618875,173,126,22449,172.0,False
-0.35,-0.2,-0.55,0.0,69.69100728841727,-41.32295201827488,-41.32295201827488,-55.839731389769696,9,-19.907762916618875,173,126,22449,172.0,False
,,-0.45,0.0,-44.62542231149818,0.0,-44.62542231149818,-45.00003839760238,12,-27.26086341980214,173,157,28823,62.0,False
,-0.35,-0.45,0.0,-44.62542231149818,0.0,-44.62542231149818,-45.00003839760238,12,-27.26086341980214,173,157,28823,62.0,False
-0.35,,-0.45,0.0,-44.62542231149818,0.0,-44.62542231149818,-45.00003839760238,12,-27.26086341980214,173,157,28823,62.0,False
-0.35,-0.35,-0.45,0.0,-44.62542231149818,0.0,-44.62542231149818,-45.00003839760238,12,-27.26086341980214,173,157,28823,62.0,False
-0.3,,-0.45,0.0,-44.81441449719101,0.0,-44.81441449719101,-45.18775202703596,12,-30.120560332949275,173,163,29807,38.0,False
-0.3,-0.35,-0.45,0.0,-44.81441449719101,0.0,-44.81441449719101,-45.18775202703596,12,-30.120560332949275,173,163,29807,38.0,False
,-0.3,-0.45,0.0,-45.54986807720775,0.0,-45.54986807720775,-45.918230169710185,12,-29.74294254239187,173,164,29811,34.0,False
-0.3,-0.3,-0.45,0.0,-45.54986807720775,0.0,-45.54986807720775,-45.918230169710185,12,-29.74294254239187,173,164,29811,34.0,False
-0.35,-0.3,-0.45,0.0,-45.54986807720775,0.0,-45.54986807720775,-45.918230169710185,12,-29.74294254239187,173,164,29811,34.0,False
