symbol,month,url,ok,http_status,content_length,error,rows
ETHUSDT,2023-12,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2023-12.zip,True,200.0,145642.0,,2976
ETHUSDT,2024-01,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-01.zip,True,200.0,145864.0,,2976
ETHUSDT,2024-02,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-02.zip,True,200.0,136856.0,,2784
ETHUSDT,2024-03,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-03.zip,True,200.0,148814.0,,2976
ETHUSDT,2024-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-04.zip,True,200.0,143276.0,,2880
ETHUSDT,2024-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-05.zip,True,200.0,147146.0,,2976
ETHUSDT,2024-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-06.zip,True,200.0,140804.0,,2880
ETHUSDT,2024-07,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-07.zip,True,200.0,146832.0,,2976
ETHUSDT,2024-08,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-08.zip,True,200.0,147025.0,,2976
ETHUSDT,2024-09,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-09.zip,True,200.0,141102.0,,2880
ETHUSDT,2024-10,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-10.zip,True,200.0,145396.0,,2976
ETHUSDT,2024-11,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-11.zip,True,200.0,144492.0,,2880
ETHUSDT,2024-12,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2024-12.zip,True,200.0,149154.0,,2976
ETHUSDT,2025-01,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-01.zip,True,200.0,148237.0,,2976
ETHUSDT,2025-02,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-02.zip,True,200.0,134720.0,,2688
ETHUSDT,2025-03,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-03.zip,True,200.0,148026.0,,2976
ETHUSDT,2025-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-04.zip,True,200.0,143377.0,,2880
ETHUSDT,2025-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-05.zip,True,200.0,149665.0,,2976
ETHUSDT,2025-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-06.zip,True,200.0,144041.0,,2880
ETHUSDT,2025-07,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-07.zip,True,200.0,150134.0,,2976
ETHUSDT,2025-08,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-08.zip,True,200.0,151325.0,,2976
ETHUSDT,2025-09,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-09.zip,True,200.0,143942.0,,2880
ETHUSDT,2025-10,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-10.zip,True,200.0,150491.0,,2976
ETHUSDT,2025-11,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-11.zip,True,200.0,145159.0,,2880
ETHUSDT,2025-12,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2025-12.zip,True,200.0,147405.0,,2976
ETHUSDT,2026-01,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2026-01.zip,True,200.0,147313.0,,2976
ETHUSDT,2026-02,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2026-02.zip,True,200.0,135346.0,,2688
ETHUSDT,2026-03,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2026-03.zip,True,200.0,148329.0,,2976
ETHUSDT,2026-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2026-04.zip,True,200.0,141901.0,,2880
ETHUSDT,2026-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/15m/ETHUSDT-15m-2026-05.zip,True,200.0,145132.0,,2976
SOLUSDT,2020-01,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-01.zip,False,,,"RuntimeError(""Failed to download https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-01.zip: <HTTPError 404: 'Not Found'>"")",0
SOLUSDT,2020-02,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-02.zip,False,,,"RuntimeError(""Failed to download https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-02.zip: <HTTPError 404: 'Not Found'>"")",0
SOLUSDT,2020-03,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-03.zip,False,,,"RuntimeError(""Failed to download https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-03.zip: <HTTPError 404: 'Not Found'>"")",0
SOLUSDT,2020-04,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-04.zip,False,,,"RuntimeError(""Failed to download https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-04.zip: <HTTPError 404: 'Not Found'>"")",0
SOLUSDT,2020-05,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-05.zip,False,,,"RuntimeError(""Failed to download https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-05.zip: <HTTPError 404: 'Not Found'>"")",0
SOLUSDT,2020-06,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-06.zip,False,,,"RuntimeError(""Failed to download https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-06.zip: <HTTPError 404: 'Not Found'>"")",0
SOLUSDT,2020-07,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-07.zip,False,,,"RuntimeError(""Failed to download https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/15m/SOLUSDT-15m-2020-07.zip: <HTTPError 404: 'Not Found'>"")",0
