candidate_id,family,mode,leverage,total_return_pct,annualized_sharpe,max_drawdown_pct,exposure_pct,turnover,trade_count,win_rate_pct,profit_factor,return_2025_pct,return_2026_pct,min_required_year_return_pct,yearly_return_gate_pass,drawdown_review_gate_pass,active_rows,segments,trigger_rows,params_json
alpha_gap_adx_regime_momentum_73253b051f_lev8.0,gap_adx_regime,momentum,8.0,1686.3212635279442,0.6856992336388112,-99.75166272645521,95.52233629300777,280.0,18,49.8747322174213,1.0051675667004565,105.04704134911474,396.37417970700034,105.04704134911474,True,False,82624,18,11608,"{""adx_min"": 18.0, ""family"": ""gap_adx_regime"", ""gap_min"": 500.0, ""mode"": ""momentum""}"
alpha_donchian_regime_breakout_f4137520bc_lev5.0,donchian_regime,breakout,5.0,1209.4117728246092,0.9775963417258177,-97.04468522022923,95.70847206807251,295.0,30,50.02899110939312,1.0073645402593885,104.02613393744224,124.67407679288867,104.02613393744224,True,False,82785,30,42018,"{""family"": ""donchian_regime"", ""high_band"": 0.75, ""low_band"": 0.25, ""mode"": ""breakout"", ""window"": 2688}"
alpha_gap_adx_regime_fade_218db4d0d1_lev6.0,gap_adx_regime,fade,6.0,-90.50717655576538,-0.7470448055967497,-99.34131269274685,95.37435257121717,162.0,14,49.96060367294988,0.9944131939857836,101.51923690986888,178.7529192551716,101.51923690986888,True,False,82496,14,11028,"{""adx_min"": 30.0, ""family"": ""gap_adx_regime"", ""gap_min"": 50.0, ""mode"": ""fade""}"
alpha_long_return_regime_fade_32b6ea1d69_lev5.0,long_return_regime,fade,5.0,68.72338927987163,0.198452215522607,-95.17378313966212,96.78019792822789,545.0,55,50.05196449690005,1.001487882492155,159.98836257343694,100.32116054524494,100.32116054524494,True,False,83712,55,60799,"{""family"": ""long_return_regime"", ""mode"": ""fade"", ""threshold_bps"": 350.0, ""window"": 2688}"
alpha_gap_adx_regime_momentum_824339506a_lev2.0,gap_adx_regime,momentum,2.0,1487.72539814424,2.6338227315863985,-54.48460218837117,95.24486681465038,6.0,2,50.01395919060971,1.020004804248461,137.38881410875155,90.26974291627769,90.26974291627769,False,True,82384,2,5300,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 50.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_00e7b1b9d2_lev2.0,gap_adx_regime,momentum,2.0,1487.72539814424,2.6338227315863985,-54.48460218837117,95.24486681465038,6.0,2,50.01395919060971,1.020004804248461,137.38881410875155,90.26974291627769,90.26974291627769,False,True,82384,2,5285,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 100.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_28d5ca72c2_lev2.0,gap_adx_regime,momentum,2.0,1487.72539814424,2.6338227315863985,-54.48460218837117,95.24486681465038,6.0,2,50.01395919060971,1.020004804248461,137.38881410875155,90.26974291627769,90.26974291627769,False,True,82384,2,5042,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 200.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_0a3efc88a9_lev2.0,gap_adx_regime,momentum,2.0,1461.8519987530656,2.618189995975681,-54.48460218837117,95.24486681465038,6.0,2,50.02366993190343,1.0198847974176826,133.52035196434548,90.26974291627769,90.26974291627769,False,True,82384,2,4450,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 350.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_8665257d1c_lev2.0,gap_adx_regime,momentum,2.0,1277.1619125262994,2.4983046669666913,-54.48460218837117,95.24486681465038,6.0,2,50.03216683053543,1.0189661619861672,105.90640776577067,90.26974291627769,90.26974291627769,False,True,82384,2,3490,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 500.0, ""mode"": ""momentum""}"
alpha_rsi_regime_momentum_d18a1c6986_lev2.0,rsi_regime,momentum,2.0,834.6606679473701,2.0647631806428373,-60.0624424641244,99.98265815760267,650.0,163,50.19484048519328,1.0153125279713098,65.21433851472678,122.11744377103098,65.21433851472678,False,True,86482,163,1879,"{""family"": ""rsi_regime"", ""high"": 75.0, ""low"": 20.0, ""mode"": ""momentum""}"
