candidate_id,family,rule,direction,leverage,threshold_bps,hard_pass_complete_years,non_positive_months,total_eval_return_pct,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_complete_year_return_pct,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,worst_selected_month_drawdown_pct,selected_candidate_count,window,z_threshold
funding_change_funding_change_momentum_lev2p0_window21_threshold_bps1p0,funding_change,funding_change,momentum,2.0,1.0,False,"['2023-01', '2023-02', '2023-04', '2023-06', '2023-07', '2023-09', '2023-10', '2023-11', '2024-01', '2024-03', '2024-04', '2024-06', '2024-07', '2024-09', '2024-10', '2024-11', '2024-12', '2025-04', '2025-06', '2025-07', '2025-09', '2025-10', '2025-12', '2026-02', '2026-03', '2026-05']",-60.24530041476011,-41.18400026507143,-45.3541779507672,20.192457563434264,2.9102927815712443,-45.3541779507672,26,-37.70583215679842,0,474,972.0,0.972,-98.85314949732756,1,21.0,
funding_zscore_funding_zscore_contrarian_lev4p0_window9_z_threshold1p5,funding_zscore,funding_zscore,contrarian,4.0,,False,"['2023-01', '2023-03', '2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02', '2025-05', '2025-08', '2025-11', '2026-02', '2026-03', '2026-04', '2026-05']",-98.24847350423745,-75.75208422370817,-44.119355594802734,-57.003658877305874,-69.93581805781696,-75.75208422370817,26,-39.70957211742695,4,856,3488.0,3.4880000000000004,-99.90772139514206,1,9.0,1.5
funding_change_funding_change_contrarian_lev4p0_window9_threshold_bps1p0,funding_change,funding_change,contrarian,4.0,1.0,False,"['2023-01', '2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-12', '2024-01', '2024-02', '2024-06', '2024-07', '2024-09', '2024-10', '2025-01', '2025-02', '2025-06', '2025-07', '2025-08', '2025-09', '2025-10', '2025-11', '2025-12', '2026-01', '2026-03', '2026-04']",23.53409334078902,74.92182110465355,23.039914284780384,-43.632242495000725,1.8277305324202686,-43.632242495000725,26,-41.00912823112982,0,397,1616.0,1.616,-95.57794611936026,1,9.0,
funding_mean_funding_mean_contrarian_lev2p0_window3_threshold_bps1p0,funding_mean,funding_mean,contrarian,2.0,1.0,False,"['2023-01', '2023-04', '2023-09', '2023-10', '2023-11', '2023-12', '2024-02', '2024-03', '2024-09', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-09', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-60.77885310133243,-6.718916518828144,-58.822012398418465,4.880643049437872,-2.6432097465593274,-58.822012398418465,26,-46.86866629768155,0,121,242.0,0.24200000000000002,-78.71185072788565,1,3.0,
funding_mean_funding_mean_contrarian_lev2p0_window63_threshold_bps0p5,funding_mean,funding_mean,contrarian,2.0,0.5,False,"['2023-01', '2023-02', '2023-04', '2023-06', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-07', '2024-09', '2024-10', '2024-11', '2025-01', '2025-03', '2025-04', '2025-06', '2025-09', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-84.9398553149613,-58.54049140542672,-74.39766828228397,66.5574221020597,-14.81532254394149,-74.39766828228397,26,-51.64250850623083,0,33,66.0,0.066,-97.6413286294897,1,63.0,
funding_zscore_funding_zscore_contrarian_lev4p0_window21_z_threshold1p5,funding_zscore,funding_zscore,contrarian,4.0,,False,"['2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-06', '2024-10', '2024-11', '2025-02', '2025-03', '2025-04', '2025-05', '2025-07', '2025-08', '2025-10', '2025-11', '2025-12', '2026-02', '2026-03', '2026-04', '2026-05']",-93.07733606601269,12.216058018356435,9.920692606997083,-76.7769745176057,-75.83315339261665,-76.7769745176057,26,-58.37313318957549,6,744,3008.0,3.008,-98.62882619170794,1,21.0,1.5
funding_change_funding_change_momentum_lev4p0_window21_threshold_bps1p0,funding_change,funding_change,momentum,4.0,1.0,False,"['2023-01', '2023-02', '2023-04', '2023-06', '2023-07', '2023-09', '2023-10', '2023-11', '2024-01', '2024-03', '2024-04', '2024-06', '2024-07', '2024-09', '2024-10', '2024-11', '2024-12', '2025-04', '2025-06', '2025-07', '2025-09', '2025-10', '2025-12', '2026-02', '2026-03', '2026-05']",-84.19563860887327,-65.40678175180884,-70.13834132563584,44.462268551379495,5.905283603887113,-70.13834132563584,26,-61.194366527230315,0,474,1944.0,1.944,-99.9868473392452,1,21.0,
funding_mean_funding_mean_contrarian_lev4p0_window3_threshold_bps1p0,funding_mean,funding_mean,contrarian,4.0,1.0,False,"['2023-01', '2023-04', '2023-09', '2023-10', '2023-11', '2023-12', '2024-02', '2024-03', '2024-09', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-05', '2025-06', '2025-07', '2025-09', '2025-11', '2025-12', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-84.61701635953139,-12.98639464578647,-83.04373337083997,9.999492864636018,-5.216553915475597,-83.04373337083997,26,-71.77061379012879,0,121,484.0,0.48400000000000004,-95.46814700568177,1,3.0,
funding_mean_funding_mean_contrarian_lev4p0_window63_threshold_bps0p5,funding_mean,funding_mean,contrarian,4.0,0.5,False,"['2023-01', '2023-02', '2023-04', '2023-06', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-07', '2024-09', '2024-10', '2024-11', '2025-01', '2025-03', '2025-04', '2025-06', '2025-09', '2026-01', '2026-02', '2026-03', '2026-04', '2026-05']",-97.731920420657,-82.81109147096504,-93.44520610616033,177.41374857283688,-27.43570726707277,-93.44520610616033,26,-76.61553016430042,0,33,132.0,0.132,-99.94436669365935,1,63.0,
funding_zscore_funding_zscore_momentum_lev1p0_window9_z_threshold1p5,funding_zscore,funding_zscore,momentum,1.0,,False,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-06', '2023-07', '2023-10', '2023-11', '2023-12', '2024-03', '2024-04', '2024-05', '2024-07', '2024-08', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04', '2025-06', '2025-07', '2025-09', '2025-10', '2025-12', '2026-01']",-51.945258465175016,-11.111740835697647,-27.567273849320905,-29.741311729897614,6.232395946170088,-29.741311729897614,27,-11.12510922756822,4,856,872.0,0.8720000000000001,-89.43412141922299,1,9.0,1.5
