strategy,period,return_pct,max_drawdown_pct,trades
dcupmusic_always_long_demo,2023-04,2.6993593370562063,-60.56136337341933,0
dcupmusic_always_long_demo,2023-05,-6.918865277349962,-61.996133295786905,0
dcupmusic_always_long_demo,2023-06,11.981500748131534,-63.746555511654336,0
dcupmusic_always_long_demo,2023-07,-4.068916159447444,-57.75061722466107,0
dcupmusic_always_long_demo,2023-08,-11.268685320046002,-62.66833151785971,0
dcupmusic_always_long_demo,2023-09,3.9451558161061495,-63.60568348763043,0
dcupmusic_always_long_demo,2023-10,28.57232968101244,-61.25102506954465,0
dcupmusic_always_long_demo,2023-11,8.846395816619301,-50.25151040859441,0
dcupmusic_always_long_demo,2023-12,12.188732872353913,-45.18564764384995,0
dcupmusic_always_long_demo,2024-01,0.5825495108002343,-43.58046332051953,0
dcupmusic_always_long_demo,2024-02,43.80305682499031,-38.92164503015002,0
dcupmusic_always_long_demo,2024-03,16.599921899636016,-16.359923198713865,0
dcupmusic_always_long_demo,2024-04,-15.010299454899501,-19.51045969426135,0
dcupmusic_always_long_demo,2024-05,11.420548975123367,-22.784291041026705,0
dcupmusic_always_long_demo,2024-06,-7.12052312960304,-19.485339047262084,0
dcupmusic_always_long_demo,2024-07,2.9248319153681868,-26.779152850310883,0
