selector_id,family,strict_no_future,posthoc_selection,hard_pass,return_2025_pct,return_2026_pct,min_required_year_return_pct,min_monthly_return_pct,losing_eval_months,min_monthly_orders,total_return_pct,max_drawdown_pct,annualized_sharpe,exposure_pct,turnover,orders,unique_units_used,unit_index,unit_id,expert_index,expert_name,leverage,win_rate_pct,profit_factor,notes
static_single_expert,static_single_expert,True,True,False,461.825803764623,-13.76278835026995,-13.76278835026995,-29.57845058853045,6,0,47.05934453718711,-85.09382975199486,0.16024288899085093,99.87745098039215,330.0,165,1,125,expert_0031_ret_state_flip_lev2,31,ret_state_flip,2.0,49.75575876837597,1.0026464784430746,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,115.63445167278475,46.19174372386117,46.19174372386117,-36.334994973783985,6,0,12.091559214200458,-86.70698859278382,0.04736142879264997,99.72137439881614,86.0,43,1,41,expert_0010_ret_state_lev2,10,ret_state,2.0,50.08289374529012,1.0007930417551991,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-18.084191201170906,99.94298060741427,-18.084191201170906,-38.03339484444399,6,0,162.33052673646665,-69.18319912962771,0.41033779192746883,95.52233629300777,234.0,117,1,425,expert_0106_gap_adx_state_lev2,106,gap_adx_state,2.0,50.10832334822023,1.0069236168806377,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-52.97825547271731,56.99005713123266,-52.97825547271731,-44.54009461440195,6,0,-0.8384927908167824,-79.32799586254362,-0.003581867545167767,95.52233629300777,410.0,205,1,369,expert_0092_gap_adx_state_lev2,92,gap_adx_state,2.0,50.04175592752623,0.999954166651506,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-9.78288642294953,66.1068410553141,-9.78288642294953,-48.382046303054935,6,0,-87.25436152244815,-98.12674075879121,-0.42771176235522973,99.9040418054014,1300.0,325,1,206,expert_0051_ret_state_flip_lev4,51,ret_state_flip,4.0,49.86518232210431,0.9930175060648341,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,3056.4823377576467,-25.631433268796638,-25.631433268796638,-50.408053784879534,6,0,116.26450815707105,-97.77806088537486,0.16024288899085093,99.87745098039215,660.0,165,1,126,expert_0031_ret_state_flip_lev4,31,ret_state_flip,4.0,49.75575876837597,1.0026464784430746,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,364.9821674822254,113.72025933023107,113.72025933023107,-59.4676713501189,6,0,25.645176470706076,-98.2329584772762,0.04736142879264997,99.72137439881614,172.0,43,1,42,expert_0010_ret_state_lev4,10,ret_state,4.0,50.08289374529012,1.0007930417551991,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-32.898002688336746,299.7719549417684,-32.898002688336746,-61.60139845495419,6,0,588.1730525783206,-90.50324784115821,0.41033779192746883,95.52233629300777,468.0,117,1,426,expert_0106_gap_adx_state_lev4,106,gap_adx_state,4.0,50.10832334822023,1.0069236168806377,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-77.8895554161096,146.45878038067696,-77.8895554161096,-69.24198894620513,6,0,-1.6699548800310475,-95.72668244940986,-0.003581867545167767,95.52233629300777,820.0,205,1,370,expert_0092_gap_adx_state_lev4,92,gap_adx_state,4.0,50.04175592752623,0.999954166651506,Single expert+leverage held for the whole backtest; best row is selected after the scan.
static_single_expert,static_single_expert,True,True,False,-18.60872417825576,175.91482645375388,-18.60872417825576,-73.35586856140036,6,0,-98.3754869979955,-99.96490899815225,-0.42771176235522973,99.9040418054014,2600.0,325,1,207,expert_0051_ret_state_flip_lev8,51,ret_state_flip,8.0,49.86518232210431,0.9930175060648341,Single expert+leverage held for the whole backtest; best row is selected after the scan.
