event_index,event_timestamp,month,label,action,btc_target,hype_target,hold_bars,trade_log_return,trade_return_pct,trade_max_drawdown_pct,ret16_HYPEUSDT,ret96_HYPEUSDT,ret384_HYPEUSDT,ret16_BTCUSDT,ret96_BTCUSDT,ret384_BTCUSDT,rel_ret16,rel_ret96,resid_z16,shock_sign,trend_align,btc_align,month_num,day_num,hour_float,event_index_frac
27805,2026-03-17 15:15:00+00:00,2026-03,hype_momentum|0.000|-2.000|96,hype_momentum,-2.0,0.0,96,0.07171390397251366,7.434793341553947,-2.2437602530065326,-0.03009829965189332,0.025524714842457774,0.09806574098260573,0.0004905985603441569,0.0028333805575201545,0.02140725088971643,-0.030588898212237477,0.02269133428493762,-2.0196506890512405,-1.0,-1.0,-1.0,3.0,17.0,15.25,0.7357961311492762
27904,2026-03-18 16:00:00+00:00,2026-03,btc_momentum|-2.000|0.000|96,btc_momentum,0.0,-2.0,96,0.12017882346462895,12.769849250126008,-6.932061846012871,0.026330940054721072,0.04560448798544133,0.10175042723365076,-0.020900864567919255,-0.03740216673257576,0.009434358331036091,0.04723180462264033,0.08300665471801709,3.0696762900271826,1.0,1.0,-1.0,3.0,18.0,16.0,0.7384159411468946
28024,2026-03-19 22:00:00+00:00,2026-03,btc_momentum|2.000|0.000|16,btc_momentum,0.0,2.0,16,0.04145535163716324,4.232662263528941,-1.768601624929833,-0.024777522797878086,-0.07377695865504144,0.051341798964505844,0.008701288762714999,-0.00786559057442906,-0.019104789103634542,-0.03347881156059308,-0.06591136808061238,-2.1157518417369796,-1.0,-1.0,1.0,3.0,19.0,22.0,0.7415914684167351
28374,2026-03-23 13:30:00+00:00,2026-03,btc_reversal|-2.000|0.000|32,btc_reversal,0.0,-2.0,32,0.029837160294365526,3.0286748701959354,-4.185301315253687,0.04103668298815546,0.012242605567446085,-0.01610224957816682,0.04412021012375621,0.03705229845372608,0.021424177818695784,-0.0030835271356007485,-0.024809692886279995,-0.19433554783515994,1.0,-1.0,1.0,3.0,23.0,13.5,0.7508534229537697
28478,2026-03-24 15:30:00+00:00,2026-03,btc_reversal|2.000|0.000|32,btc_reversal,0.0,2.0,32,0.0341135399280271,3.470208005873432,-2.763286250250807,0.02218540629360371,0.04746548521032329,0.007730658090578219,-0.016756299880703276,-0.008734661022197316,0.002072915889993097,0.038941706174306985,0.056200146232520606,2.439432025446937,1.0,1.0,-1.0,3.0,24.0,15.5,0.7536055465876313
29069,2026-03-30 19:15:00+00:00,2026-03,hype_reversal|0.000|2.000|96,hype_reversal,2.0,0.0,96,0.04259679311136186,4.3517056748210825,-5.531893840061686,-0.040898490146382006,-0.05609840800026345,-0.05211258601925446,-0.018180687950744095,-0.001766747624774897,-0.03152065547662213,-0.02271780219563791,-0.054331660375488554,-1.5069069304325178,-1.0,1.0,1.0,3.0,30.0,19.25,0.7692450183915954
29211,2026-04-01 06:45:00+00:00,2026-04,btc_reversal|-2.000|0.000|96,btc_reversal,0.0,-2.0,96,0.1318768788295775,14.096783332396235,-3.624786224533383,0.0424950539602099,0.015795498983469162,-0.03698775460826982,0.021147460664447747,0.02349257889143316,0.040040112576429525,0.021347593295762156,-0.007697079907963998,1.4640405184692842,1.0,-1.0,1.0,4.0,1.0,6.75,0.7730027256609067
29850,2026-04-07 22:30:00+00:00,2026-04,btc_momentum|2.000|0.000|32,btc_momentum,0.0,2.0,32,0.041986180008139945,4.288006605714778,-4.713881865375303,0.0459613856603421,0.042156549755619596,0.06747295666851007,0.03213563532253289,0.02186291054463382,0.0556021694643074,0.013825750337809209,0.020293639210985776,1.0343114543010696,1.0,1.0,1.0,4.0,7.0,22.5,0.7899124083728069
29943,2026-04-08 21:45:00+00:00,2026-04,btc_momentum|-2.000|0.000|16,btc_momentum,0.0,-2.0,16,0.053838199944097484,5.531383850260396,-1.4017642713558653,0.02341488003132806,0.04519242496846434,0.08434539762708707,-0.004715509201706646,0.022954948687868692,0.06029866930911077,0.02813038923303471,0.022237476280595646,2.215823874549339,1.0,1.0,1.0,4.0,8.0,21.75,0.7923734420069333
30257,2026-04-12 04:15:00+00:00,2026-04,btc_reversal|2.000|0.000|96,btc_reversal,0.0,2.0,96,0.031460283195412296,3.1960388612618518,-3.959427123073922,-0.041809899873533396,-0.02529511001118718,0.055547416598863204,-0.021497514249698,-0.01657021271282867,-0.0006810241355534927,-0.020312385623835395,-0.00872489729835851,-1.6793824553663756,-1.0,-1.0,1.0,4.0,12.0,4.25,0.8006827383630157
