candidate_id,family,rule,leverage,lookback,threshold_bps,hard_pass_target_years_relaxed,hard_pass_complete_years_relaxed,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,max_drawdown_pct,orders,turnover,selected_month_count,selected_candidate_count,symbol
single_symbol_symbol_reversal_lev1p0_symbolHYPEUSDT_lookback384_threshold_bps20,single_symbol,symbol_reversal,1.0,384,20,False,False,0.0,0.0,-66.0247557258773,-61.33935546522318,-66.0247557258773,-90.35781196093552,1208,1493.0,41,1,HYPEUSDT
single_symbol_symbol_momentum_lev1p0_symbolHYPEUSDT_lookback16_threshold_bps400,single_symbol,symbol_momentum,1.0,16,400,False,False,0.0,0.0,-82.27851752460546,-44.287200572421014,-82.27851752460546,-90.4931108363733,1206,1208.0,41,1,HYPEUSDT
single_symbol_symbol_momentum_lev1p0_symbolHYPEUSDT_lookback192_threshold_bps400,single_symbol,symbol_momentum,1.0,192,400,False,False,0.0,0.0,-71.67807204282407,-57.35670274883859,-71.67807204282407,-90.56406304519375,1801,1801.0,41,1,HYPEUSDT
pair_long_weak_short_strong_lev2p0_lookback768_threshold_bps0,pair,long_weak_short_strong,2.0,768,0,False,False,0.0,0.0,-66.12941952667096,-72.44564032493234,-72.44564032493234,-90.72964693380662,788,1530.0,41,1,
pair_long_weak_short_strong_lev2p0_lookback768_threshold_bps20,pair,long_weak_short_strong,2.0,768,20,False,False,0.0,0.0,-67.17622632631995,-71.73414675302863,-71.73414675302863,-90.78418132341882,1210,1518.0,41,1,
pair_long_strong_short_weak_lev3p0_lookback1536_threshold_bps100,pair,long_strong_short_weak,3.0,1536,100,False,False,0.0,0.0,-86.85651646043286,91.8509305094267,-86.85651646043286,-90.91651922458645,842,1263.0,41,1,
pair_long_weak_short_strong_lev1p0_lookback16_threshold_bps200,pair,long_weak_short_strong,1.0,16,200,False,False,0.0,0.0,-72.62400532947291,-67.04949458597194,-72.62400532947291,-91.022836968434,6066,3035.0,41,1,
pair_long_strong_short_weak_lev1p0_lookback192_threshold_bps200,pair,long_strong_short_weak,1.0,192,200,False,False,0.0,0.0,-82.86633642046226,-44.1257686569209,-82.86633642046226,-91.40071414095262,4236,2119.0,41,1,
pair_long_weak_short_strong_lev2p0_lookback768_threshold_bps100,pair,long_weak_short_strong,2.0,768,100,False,False,0.0,0.0,-64.18330039244047,-76.27900199352979,-76.27900199352979,-91.5607892288323,1536,1550.0,41,1,
pair_long_weak_short_strong_lev2p0_lookback768_threshold_bps50,pair,long_weak_short_strong,2.0,768,50,False,False,0.0,0.0,-67.72952736305973,-73.97539194823554,-73.97539194823554,-91.65794909437284,1450,1518.0,41,1,
single_symbol_symbol_momentum_lev2p0_symbolHYPEUSDT_lookback768_threshold_bps100,single_symbol,symbol_momentum,2.0,768,100,False,False,0.0,0.0,-8.932515328695779,-41.52284594445018,-41.52284594445018,-91.70175372842618,822,1658.0,41,1,HYPEUSDT
single_symbol_symbol_momentum_lev2p0_symbolHYPEUSDT_lookback768_threshold_bps200,single_symbol,symbol_momentum,2.0,768,200,False,False,0.0,0.0,-29.458839714992248,-30.837670446382624,-30.837670446382624,-91.8576631421589,852,1706.0,41,1,HYPEUSDT
pair_long_strong_short_weak_lev3p0_lookback768_threshold_bps400,pair,long_strong_short_weak,3.0,768,400,False,False,0.0,0.0,-70.0141372988088,-4.808101393130803,-70.0141372988088,-92.07274214466293,1482,2229.0,41,1,
pair_long_weak_short_strong_lev2p0_lookback768_threshold_bps200,pair,long_weak_short_strong,2.0,768,200,False,False,0.0,0.0,-65.55983833596231,-76.97295601337876,-76.97295601337876,-92.12253134029058,1752,1758.0,41,1,
pair_long_strong_short_weak_lev1p0_lookback192_threshold_bps100,pair,long_strong_short_weak,1.0,192,100,False,False,0.0,0.0,-81.17593042592247,-53.56435894853624,-81.17593042592247,-92.15972347515712,4358,2197.0,41,1,
pair_long_weak_short_strong_lev1p0_lookback64_threshold_bps200,pair,long_weak_short_strong,1.0,64,200,False,False,0.0,0.0,-70.44759168028476,-73.39407249806918,-73.39407249806918,-92.25496703020475,6288,3147.0,41,1,
pair_long_weak_short_strong_lev2p0_lookback384_threshold_bps400,pair,long_weak_short_strong,2.0,384,400,False,False,0.0,0.0,-66.24418266045488,-76.02616659726324,-76.02616659726324,-92.26664967409927,2774,2774.0,41,1,
single_symbol_symbol_reversal_lev1p0_symbolHYPEUSDT_lookback96_threshold_bps200,single_symbol,symbol_reversal,1.0,96,200,False,False,0.0,0.0,-64.15235552033269,-78.40034886210019,-78.40034886210019,-92.60812630664836,2959,2965.0,41,1,HYPEUSDT
single_symbol_symbol_momentum_lev2p0_symbolHYPEUSDT_lookback1536_threshold_bps400,single_symbol,symbol_momentum,2.0,1536,400,False,False,0.0,0.0,-87.93274406868717,125.79807063742234,-87.93274406868717,-92.90028161345639,369,738.0,41,1,HYPEUSDT
pair_long_strong_short_weak_lev1p0_lookback192_threshold_bps50,pair,long_strong_short_weak,1.0,192,50,False,False,0.0,0.0,-79.9297889334671,-62.212124678874645,-79.9297889334671,-93.19746430785811,4514,2345.0,41,1,
