candidate_id,family,hard_pass,yearly_return_gate_pass,monthly_profit_gate_pass,monthly_order_gate_pass,leverage,return_2025_pct,return_2026_pct,min_required_year_return_pct,min_monthly_return_pct,losing_eval_months,min_monthly_orders,total_return_pct,max_drawdown_pct,annualized_sharpe,exposure_pct,turnover,orders,segments,win_rate_pct,profit_factor,params_json
zscore_rsi_breakout_no_filter_5b06d1e0c4_lev8,breakout,False,False,False,True,8.0,-99.99999998399895,-99.99966271578194,-99.99999998399895,-94.58894681140258,18,169,-100.0,-100.0,-9.569893296222673,19.917684054753977,56808.0,7101,3551,43.6846993266775,0.8402889206822011,"{""family"": ""breakout"", ""hold_bars"": 2, ""leverage"": 8.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 48}"
zscore_rsi_mean_reversion_no_filter_5e96febafc_lev10,mean_reversion,False,False,False,True,10.0,-99.9999999995103,-99.99934044101462,-99.9999999995103,-94.62185248991557,18,151,-100.0,-100.0,-9.382439032699871,18.474842767295595,65850.0,6585,3293,48.84856070087609,0.8354201531058864,"{""family"": ""mean_reversion"", ""hold_bars"": 2, ""leverage"": 10.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_7ea545ee7e_lev8,breakout,False,False,False,True,8.0,-99.99999996376687,-99.99955509068167,-99.99999996376687,-94.6417683738849,18,153,-100.0,-100.0,-6.907319391460236,53.87416759156493,57496.0,7187,3594,46.46237043713384,0.9220388182672363,"{""family"": ""breakout"", ""hold_bars"": 8, ""leverage"": 8.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 48}"
zscore_rsi_mean_reversion_no_filter_81323edd78_lev12,mean_reversion,False,False,False,True,12.0,-99.99999999483548,-99.9940100386377,-99.99999999483548,-94.66554005068467,18,105,-100.0,-100.0,-6.017380282329425,25.9214298927118,50364.0,4197,2099,49.83720619062486,0.8989357467925291,"{""family"": ""mean_reversion"", ""hold_bars"": 8, ""leverage"": 12.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 2.0, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_7bd2b72b18_lev12,breakout,False,False,False,True,12.0,-99.99999999529038,-99.99890001627402,-99.99999999529038,-94.69380113639548,18,135,-100.0,-100.0,-6.358893093188061,22.46115427302997,63468.0,5289,2645,44.81675931645049,0.9062180742381861,"{""family"": ""breakout"", ""hold_bars"": 4, ""leverage"": 12.0, ""rsi_high"": 65.0, ""rsi_low"": 35.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 96}"
zscore_rsi_mean_reversion_ema_gap_50_6884c761f7_lev12,mean_reversion,False,False,False,True,12.0,-99.9999992624053,-97.84421508649064,-99.9999992624053,-94.73493678007014,18,43,-99.9999999999999,-99.9999999999999,-5.9662128295053884,12.62486126526082,34212.0,2851,1426,49.633699633699635,0.8699185464895557,"{""family"": ""mean_reversion"", ""hold_bars"": 4, ""leverage"": 12.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""adx_min"": null, ""gap_min_bps"": 50.0, ""mode"": ""ema_gap""}, ""z_threshold"": 1.5, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_ef5cf81fd9_lev12,breakout,False,False,False,True,12.0,-99.99999999814166,-99.99927996277158,-99.99999999814166,-94.76521500160861,18,122,-100.0,-100.0,-5.848949279751694,29.49038105808361,65988.0,5499,2750,45.570017249490355,0.9281943106153235,"{""family"": ""breakout"", ""hold_bars"": 4, ""leverage"": 12.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 96}"
zscore_rsi_breakout_no_filter_2a98450779_lev8,breakout,False,False,False,True,8.0,-99.99999983487113,-99.99725327996923,-99.99999983487113,-94.77486875814891,18,116,-100.0,-100.0,-6.5402229846424715,45.37666481687015,49448.0,6181,3091,46.39099085327015,0.919123466797626,"{""family"": ""breakout"", ""hold_bars"": 8, ""leverage"": 8.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.5, ""z_window"": 48}"
zscore_rsi_breakout_ema_gap_50_cf2eba92fc_lev10,breakout,False,False,False,True,10.0,-99.9999999989573,-99.97258267747804,-99.9999999989573,-94.79252167303491,18,124,-100.0,-100.0,-7.713761735765928,18.05401405845357,50880.0,5088,2544,44.72976434426229,0.8629677839522534,"{""family"": ""breakout"", ""hold_bars"": 2, ""leverage"": 10.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""adx_min"": null, ""gap_min_bps"": 50.0, ""mode"": ""ema_gap""}, ""z_threshold"": 1.0, ""z_window"": 48}"
zscore_rsi_breakout_no_filter_3458afb3f0_lev10,breakout,False,False,False,True,10.0,-99.99999957761833,-99.99916790941332,-99.99999957761833,-94.8521215052717,18,122,-100.0,-100.0,-4.751618433784304,67.42855160932297,56790.0,5679,2840,47.78903691511068,0.947665598577373,"{""family"": ""breakout"", ""hold_bars"": 16, ""leverage"": 10.0, ""rsi_high"": 60.0, ""rsi_low"": 40.0, ""trend"": {""mode"": ""none""}, ""z_threshold"": 1.0, ""z_window"": 48}"
