timestamp,open,high,low,close,target_position,component,entry_reason,exit_reason,action,confidence,data_basis,candidate_version
2026-05-26 08:15:00+00:00,76751.2,76780.6,76683.0,76770.2,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 08:30:00+00:00,76769.8,76819.7,76713.0,76794.4,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 08:45:00+00:00,76794.4,76799.9,76681.1,76687.9,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 09:00:00+00:00,76687.8,76710.6,76621.0,76651.2,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 09:15:00+00:00,76651.2,76779.2,76606.0,76701.6,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 09:30:00+00:00,76701.7,76750.2,76619.8,76654.1,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 09:45:00+00:00,76654.0,76671.2,76608.9,76641.0,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 10:00:00+00:00,76640.9,76695.1,76543.8,76686.9,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 10:15:00+00:00,76686.9,77242.5,76686.9,77198.5,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 10:30:00+00:00,77198.4,77548.5,77129.4,77472.9,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 10:45:00+00:00,77472.9,77600.0,77373.4,77398.6,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 11:00:00+00:00,77398.7,77477.7,77224.4,77237.6,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 11:15:00+00:00,77237.6,77326.5,77165.5,77197.0,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
2026-05-26 11:30:00+00:00,77197.0,77285.3,77136.2,77194.6,-1.0,v2_alpha_robust_static,v2_alpha_robust_static,,hold,0.6,public_binance_15m_4h_closed_bar_alpha_robust_replay,alpha_robust_static_a742e1d0c3_lev2.2
